customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
CS7216,139,21,901,1,4,2,142
CS7217,77,13,547,2,1,1,211
CS7218,37,18,825,4,3,2,432
CS7219,4,13,555,5,1,1,511
CS7220,20,7,331,4,1,1,411
CS7221,171,12,488,1,1,1,111
CS7222,45,13,559,3,1,1,311
CS7223,67,13,667,3,1,1,311
CS7224,115,4,191,2,1,1,211
CS7225,47,10,465,3,1,1,311
CS7226,191,12,435,1,1,1,111
CS7227,25,19,1001,4,3,2,432
CS7228,503,10,505,1,1,1,111
CS7229,75,12,638,2,1,1,211
CS7230,5,15,753,5,2,2,522
CS7231,154,16,796,1,2,2,122
CS7232,196,12,498,1,1,1,111
CS7233,130,13,656,1,1,1,111
CS7234,4,17,566,5,2,1,521
CS7235,143,13,663,1,1,1,111
CS7236,42,16,538,3,2,1,321
CS7237,220,18,840,1,3,2,132
CS7238,37,16,653,4,2,1,421
CS7239,252,7,438,1,1,1,111
CS7240,78,21,787,2,4,2,242
CS7241,28,18,785,4,3,2,432
CS7242,274,7,353,1,1,1,111
CS7243,38,11,493,4,1,1,411
CS7244,141,17,767,1,2,2,122
CS7245,100,12,512,2,1,1,211
CS7246,357,8,389,1,1,1,111
CS7247,41,19,894,3,3,2,332
CS7248,9,11,394,5,1,1,511
CS7249,209,14,626,1,1,1,111
CS7250,81,18,721,2,3,2,232
CS7251,2,12,617,5,1,1,511
CS7252,181,9,413,1,1,1,111
CS7253,398,10,503,1,1,1,111
CS7254,122,13,636,2,1,1,211
CS7255,67,21,821,3,4,2,342
CS7256,213,11,362,1,1,1,111
CS7257,25,8,427,4,1,1,411
CS7258,335,12,519,1,1,1,111
CS7259,172,13,692,1,1,2,112
CS7260,230,19,822,1,3,2,132
CS7261,87,16,700,2,2,2,222
CS7262,177,13,572,1,1,1,111
CS7263,3,11,501,5,1,1,511
CS7264,38,8,400,4,1,1,411
CS7265,51,11,372,3,1,1,311
CS7266,186,9,296,1,1,1,111
CS7267,222,16,823,1,2,2,122
CS7268,123,17,899,2,2,2,222
CS7269,68,13,562,3,1,1,311
CS7270,51,19,894,3,3,2,332
CS7271,35,16,632,4,2,1,421
CS7272,237,14,640,1,1,1,111
CS7273,27,13,760,4,1,2,412
CS7274,5,13,690,5,1,2,512
CS7275,100,10,480,2,1,1,211
CS7276,27,16,760,4,2,2,422
CS7277,88,13,544,2,1,1,211
CS7278,283,14,706,1,1,2,112
CS7279,64,15,669,3,2,1,321
CS7280,144,14,628,1,1,1,111
CS7281,12,13,550,5,1,1,511
CS7282,183,8,357,1,1,1,111
CS7283,67,12,591,3,1,1,311
CS7284,97,19,900,2,3,2,232
CS7285,69,14,551,3,1,1,311
CS7286,68,12,449,3,1,1,311
CS7287,354,15,704,1,2,2,122
CS7288,251,10,404,1,1,1,111
CS7289,33,10,376,4,1,1,411
CS7290,96,14,704,2,1,2,212
CS7291,0,12,543,5,1,1,511
CS7292,21,11,382,4,1,1,411
CS7293,74,17,670,2,2,1,221
CS7294,34,23,1078,4,4,2,442
CS7295,3,15,788,5,2,2,522
CS7296,12,14,698,5,1,2,512
CS7298,44,14,685,3,1,2,312
CS7299,100,15,735,2,2,2,222
CS7300,98,13,633,2,1,1,211
CS7301,25,14,722,4,1,2,412
CS7302,30,15,649,4,2,1,421
CS7303,42,18,971,3,3,2,332
CS7304,79,11,473,2,1,1,211
CS7305,105,13,585,2,1,1,211
CS7306,4,9,370,5,1,1,511
CS7307,645,11,516,1,1,1,111
CS7308,18,17,760,4,2,2,422
CS7309,64,8,452,3,1,1,311
CS7310,120,8,300,2,1,1,211
CS7311,34,9,421,4,1,1,411
CS7312,18,7,374,4,1,1,411
CS7313,11,15,704,5,2,2,522
CS7314,519,8,354,1,1,1,111
CS7315,133,12,516,1,1,1,111
CS7316,29,21,1165,4,4,3,443
CS7317,208,9,488,1,1,1,111
CS7318,16,16,680,5,2,1,521
CS7319,88,14,614,2,1,1,211
CS7320,186,10,441,1,1,1,111
CS7321,22,12,411,4,1,1,411
CS7322,202,16,714,1,2,2,122
CS7323,125,17,673,2,2,1,221
CS7324,208,19,782,1,3,2,132
CS7325,203,15,840,1,2,2,122
CS7326,24,14,609,4,1,1,411
CS7327,52,16,782,3,2,2,322
CS7328,218,11,447,1,1,1,111
CS7329,122,11,539,2,1,1,211
CS7330,27,18,665,4,3,1,431
CS7331,10,13,660,5,1,1,511
CS7332,130,23,1108,1,4,3,143
CS7333,181,4,149,1,1,1,111
CS7334,226,17,780,1,2,2,122
CS7335,121,9,432,2,1,1,211
CS7336,245,18,743,1,3,2,132
CS7337,36,20,753,4,3,2,432
CS7338,19,11,494,4,1,1,411
CS7339,59,18,720,3,3,2,332
CS7340,269,14,566,1,1,1,111
CS7341,68,9,315,3,1,1,311
CS7342,29,13,536,4,1,1,411
CS7343,67,14,713,3,1,2,312
CS7344,24,17,819,4,2,2,422
CS7345,100,10,343,2,1,1,211
CS7346,167,10,527,1,1,1,111
CS7347,4,21,982,5,4,2,542
CS7348,72,13,676,3,1,1,311
CS7349,16,8,497,5,1,1,511
CS7350,357,17,841,1,2,2,122
CS7351,180,13,648,1,1,1,111
CS7352,40,16,663,3,2,1,321
CS7353,227,14,535,1,1,1,111
CS7354,459,13,718,1,1,2,112
CS7355,75,14,695,2,1,2,212
CS7356,80,14,539,2,1,1,211
CS7357,153,15,568,1,2,1,121
CS7358,11,6,279,5,1,1,511
CS7359,56,11,479,3,1,1,311
CS7360,42,13,545,3,1,1,311
CS7361,17,13,460,5,1,1,511
CS7362,6,16,680,5,2,1,521
CS7363,201,20,846,1,3,2,132
CS7364,66,21,912,3,4,2,342
CS7365,17,15,708,5,2,2,522
CS7366,35,17,783,4,2,2,422
CS7367,82,16,762,2,2,2,222
CS7368,4,11,430,5,1,1,511
CS7369,46,19,909,3,3,2,332
CS7370,219,17,775,1,2,2,122
CS7371,262,12,518,1,1,1,111
CS7372,278,14,670,1,1,1,111
CS7373,111,16,778,2,2,2,222
CS7374,164,13,507,1,1,1,111
CS7375,127,13,617,2,1,1,211
CS7376,80,19,836,2,3,2,232
CS7377,392,11,409,1,1,1,111
CS7378,25,18,750,4,3,2,432
CS7379,136,13,628,1,1,1,111
CS7380,16,16,840,5,2,2,522
CS7381,396,16,833,1,2,2,122
CS7382,47,20,974,3,3,2,332
CS7383,115,17,534,2,2,1,221
CS7384,12,12,566,5,1,1,511
CS7385,5,13,625,5,1,1,511
CS7386,71,9,491,3,1,1,311
CS7387,127,13,467,2,1,1,211
CS7388,45,13,451,3,1,1,311
CS7389,19,14,459,4,1,1,411
CS7390,44,13,599,3,1,1,311
CS7391,4,15,660,5,2,1,521
CS7392,74,13,517,2,1,1,211
CS7393,99,13,441,2,1,1,211
CS7394,5,25,1198,5,5,3,553
CS7395,66,14,485,3,1,1,311
CS7396,40,16,669,3,2,1,321
CS7397,166,19,880,1,3,2,132
CS7398,29,15,766,4,2,2,422
CS7399,23,17,576,4,2,1,421
CS7400,76,14,572,2,1,1,211
CS7401,14,17,647,5,2,1,521
CS7402,30,15,691,4,2,2,422
CS7403,43,14,729,3,1,2,312
CS7404,50,22,1021,3,4,2,342
CS7405,19,19,804,4,3,2,432
CS7406,174,19,854,1,3,2,132
CS7407,13,21,736,5,4,2,542
CS7408,241,11,549,1,1,1,111
CS7409,86,16,757,2,2,2,222
CS7410,59,12,585,3,1,1,311
CS7411,318,10,428,1,1,1,111
CS7412,15,10,413,5,1,1,511
CS7414,153,14,629,1,1,1,111
CS7415,74,16,633,2,2,1,221
CS7416,153,15,784,1,2,2,122
CS7417,50,11,513,3,1,1,311
CS7418,253,8,432,1,1,1,111
CS7419,0,18,836,5,3,2,532
CS7420,81,18,825,2,3,2,232
CS7421,59,17,736,3,2,2,322
CS7422,5,10,518,5,1,1,511
CS7423,55,15,609,3,2,1,321
CS7424,10,15,465,5,2,1,521
CS7425,71,12,463,3,1,1,311
CS7426,21,15,769,4,2,2,422
CS7427,7,10,470,5,1,1,511
CS7428,85,18,878,2,3,2,232
CS7429,132,6,223,1,1,1,111
CS7430,145,13,556,1,1,1,111
CS7431,12,12,563,5,1,1,511
CS7432,3,12,469,5,1,1,511
CS7433,84,9,358,2,1,1,211
CS7434,17,15,619,5,2,1,521
CS7435,46,16,724,3,2,2,322
CS7436,59,9,448,3,1,1,311
CS7437,28,10,541,4,1,1,411
CS7438,36,12,628,4,1,1,411
CS7439,240,11,537,1,1,1,111
CS7440,101,13,597,2,1,1,211
CS7441,110,12,419,2,1,1,211
CS7442,8,13,659,5,1,1,511
CS7443,53,16,516,3,2,1,321
CS7444,35,11,409,4,1,1,411
CS7445,93,19,805,2,3,2,232
CS7446,13,11,502,5,1,1,511
CS7447,5,10,365,5,1,1,511
CS7448,174,7,381,1,1,1,111
CS7449,2,14,561,5,1,1,511
CS7450,106,11,451,2,1,1,211
CS7451,20,12,470,4,1,1,411
CS7452,198,12,535,1,1,1,111
CS7453,132,11,532,1,1,1,111
CS7454,20,12,571,4,1,1,411
CS7455,341,12,530,1,1,1,111
CS7456,388,11,477,1,1,1,111
CS7457,91,11,403,2,1,1,211
CS7458,5,14,553,5,1,1,511
CS7459,124,15,608,2,2,1,221
CS7460,41,12,587,3,1,1,311
CS7461,27,15,619,4,2,1,421
CS7462,146,13,505,1,1,1,111
CS7463,128,19,744,2,3,2,232
CS7464,236,15,688,1,2,2,122
CS7465,2,16,663,5,2,1,521
CS7466,22,12,520,4,1,1,411
CS7467,218,14,613,1,1,1,111
CS7468,9,19,729,5,3,2,532
CS7469,9,13,533,5,1,1,511
CS7470,52,14,731,3,1,2,312
CS7471,378,14,752,1,1,2,112
CS7472,8,16,866,5,2,2,522
CS7473,225,14,611,1,1,1,111
CS7474,137,17,680,1,2,1,121
CS7475,55,11,474,3,1,1,311
CS7476,77,12,516,2,1,1,211
CS7477,218,13,517,1,1,1,111
CS7478,90,12,456,2,1,1,211
CS7479,387,6,304,1,1,1,111
CS7480,82,12,541,2,1,1,211
CS7481,448,10,417,1,1,1,111
CS7482,36,7,280,4,1,1,411
CS7483,110,15,606,2,2,1,221
CS7484,122,10,432,2,1,1,211
CS7485,22,13,705,4,1,2,412
CS7486,232,8,318,1,1,1,111
CS7487,28,5,298,4,1,1,411
CS7488,13,16,764,5,2,2,522
CS7489,33,9,372,4,1,1,411
CS7490,23,16,701,4,2,2,422
CS7491,87,10,545,2,1,1,211
CS7492,37,18,821,4,3,2,432
CS7493,74,13,630,2,1,1,211
CS7494,139,16,584,1,2,1,121
CS7495,18,10,513,4,1,1,411
CS7496,23,12,518,4,1,1,411
CS7497,7,14,710,5,1,2,512
CS7498,56,15,632,3,2,1,321
CS7499,45,18,791,3,3,2,332
CS7500,164,13,543,1,1,1,111
CS7501,35,17,665,4,2,1,421
CS7502,5,18,813,5,3,2,532
CS7503,1,15,677,5,2,1,521
CS7504,179,8,417,1,1,1,111
CS7505,52,15,699,3,2,2,322
CS7506,76,10,415,2,1,1,211
CS7507,19,13,557,4,1,1,411
CS7508,208,18,809,1,3,2,132
CS7509,146,10,456,1,1,1,111
CS7510,114,16,623,2,2,1,221
CS7511,50,10,540,3,1,1,311
CS7512,298,14,615,1,1,1,111
CS7513,106,15,622,2,2,1,221
CS7514,185,10,484,1,1,1,111
CS7515,14,15,760,5,2,2,522
CS7516,173,13,594,1,1,1,111
CS7517,85,11,374,2,1,1,211
CS7518,124,16,747,2,2,2,222
CS7519,11,10,558,5,1,1,511
CS7520,3,13,661,5,1,1,511
CS7521,194,6,197,1,1,1,111
CS7522,96,10,434,2,1,1,211
CS7523,378,10,500,1,1,1,111
CS7524,240,8,311,1,1,1,111
CS7525,27,14,566,4,1,1,411
CS7526,60,14,594,3,1,1,311
CS7527,13,13,581,5,1,1,511
CS7528,14,14,586,5,1,1,511
CS7529,70,10,492,3,1,1,311
CS7530,251,8,358,1,1,1,111
CS7531,178,11,482,1,1,1,111
CS7532,283,12,544,1,1,1,111
CS7533,43,19,813,3,3,2,332
CS7534,113,11,454,2,1,1,211
CS7535,83,15,825,2,2,2,222
CS7536,169,8,350,1,1,1,111
CS7537,5,15,688,5,2,2,522
CS7538,159,16,735,1,2,2,122
CS7539,25,12,528,4,1,1,411
CS7540,97,12,617,2,1,1,211
CS7541,141,20,900,1,3,2,132
CS7542,387,20,828,1,3,2,132
CS7543,1,6,251,5,1,1,511
CS7544,53,18,734,3,3,2,332
CS7545,22,19,876,4,3,2,432
CS7546,199,17,818,1,2,2,122
CS7547,25,13,662,4,1,1,411
CS7548,17,17,784,5,2,2,522
CS7549,25,10,416,4,1,1,411
CS7550,91,12,530,2,1,1,211
CS7551,260,10,433,1,1,1,111
CS7552,30,15,810,4,2,2,422
CS7553,187,12,409,1,1,1,111
CS7554,418,16,688,1,2,2,122
CS7555,62,18,736,3,3,2,332
CS7556,22,6,202,4,1,1,411
CS7557,61,15,573,3,2,1,321
CS7558,92,18,701,2,3,2,232
CS7559,6,14,565,5,1,1,511
CS7560,162,11,459,1,1,1,111
CS7561,147,10,500,1,1,1,111
CS7562,546,8,401,1,1,1,111
CS7563,404,13,580,1,1,1,111
CS7564,18,9,444,4,1,1,411
CS7565,120,9,544,2,1,1,211
CS7566,190,17,758,1,2,2,122
CS7567,21,12,492,4,1,1,411
CS7568,33,16,684,4,2,2,422
CS7569,86,9,478,2,1,1,211
CS7570,102,16,754,2,2,2,222
CS7571,105,10,490,2,1,1,211
CS7572,34,8,269,4,1,1,411
CS7573,74,15,712,2,2,2,222
CS7574,7,12,594,5,1,1,511
CS7575,57,19,848,3,3,2,332
CS7576,93,9,369,2,1,1,211
CS7577,19,15,622,4,2,1,421
CS7578,88,12,440,2,1,1,211
CS7579,26,16,634,4,2,1,421
CS7580,190,26,1145,1,5,3,153
CS7581,37,21,977,4,4,2,442
CS7582,18,15,616,4,2,1,421
CS7583,29,17,848,4,2,2,422
CS7584,14,15,799,5,2,2,522
CS7585,93,12,578,2,1,1,211
CS7586,208,13,544,1,1,1,111
CS7587,37,21,997,4,4,2,442
CS7588,9,17,640,5,2,1,521
CS7589,15,10,283,5,1,1,511
CS7590,154,13,541,1,1,1,111
CS7591,154,14,759,1,1,2,112
CS7592,34,12,522,4,1,1,411
CS7593,24,12,492,4,1,1,411
CS7594,81,9,409,2,1,1,211
CS7595,387,7,333,1,1,1,111
CS7596,251,8,358,1,1,1,111
CS7597,66,13,653,3,1,1,311
CS7598,146,14,693,1,1,2,112
CS7599,57,7,370,3,1,1,311
CS7600,81,16,667,2,2,1,221
CS7601,79,18,794,2,3,2,232
CS7602,26,11,513,4,1,1,411
CS7603,125,12,579,2,1,1,211
CS7604,15,17,790,5,2,2,522
CS7605,16,21,969,5,4,2,542
CS7606,490,7,332,1,1,1,111
CS7607,61,13,643,3,1,1,311
CS7608,49,10,452,3,1,1,311
CS7609,137,16,805,1,2,2,122
CS7610,32,12,475,4,1,1,411
CS7611,281,16,710,1,2,2,122
CS7612,19,18,840,4,3,2,432
CS7613,127,15,779,2,2,2,222
CS7614,43,16,739,3,2,2,322
CS7615,3,10,481,5,1,1,511
CS7616,10,14,660,5,1,1,511
CS7617,104,17,869,2,2,2,222
CS7618,286,8,454,1,1,1,111
CS7619,11,14,486,5,1,1,511
CS7620,549,10,439,1,1,1,111
CS7621,21,19,971,4,3,2,432
CS7622,0,11,558,5,1,1,511
CS7623,16,17,723,5,2,2,522
CS7624,39,21,802,4,4,2,442
CS7625,5,10,470,5,1,1,511
CS7626,61,8,275,3,1,1,311
CS7627,77,6,195,2,1,1,211
CS7628,25,13,503,4,1,1,411
CS7629,3,14,566,5,1,1,511
CS7630,46,13,603,3,1,1,311
CS7631,113,10,518,2,1,1,211
CS7632,18,11,534,4,1,1,411
CS7633,18,20,973,4,3,2,432
CS7634,14,10,549,5,1,1,511
CS7635,96,18,806,2,3,2,232
CS7636,68,11,311,3,1,1,311
CS7637,22,15,705,4,2,2,422
CS7639,42,16,741,3,2,2,322
CS7640,60,13,552,3,1,1,311
CS7641,8,14,622,5,1,1,511
CS7642,34,14,573,4,1,1,411
CS7643,22,16,867,4,2,2,422
CS7644,239,12,471,1,1,1,111
CS7645,250,15,615,1,2,1,121
CS7646,625,9,371,1,1,1,111
CS7647,208,14,526,1,1,1,111
CS7648,116,15,763,2,2,2,222
CS7649,48,12,626,3,1,1,311
CS7650,244,13,771,1,1,2,112
CS7651,104,7,265,2,1,1,211
CS7652,104,15,543,2,2,1,221
CS7653,185,15,682,1,2,1,121
CS7654,90,15,710,2,2,2,222
CS7655,28,9,423,4,1,1,411
CS7656,54,10,491,3,1,1,311
CS7657,125,13,577,2,1,1,211
CS7658,29,15,627,4,2,1,421
CS7659,43,9,323,3,1,1,311
CS7660,20,18,918,4,3,2,432
CS7661,27,18,788,4,3,2,432
CS7662,22,12,569,4,1,1,411
CS7663,107,18,881,2,3,2,232
CS7664,13,21,896,5,4,2,542
CS7665,155,10,442,1,1,1,111
CS7666,50,11,514,3,1,1,311
CS7667,73,15,636,2,2,1,221
CS7668,49,10,314,3,1,1,311
CS7669,15,12,595,5,1,1,511
CS7670,678,9,352,1,1,1,111
CS7671,84,14,644,2,1,1,211
CS7672,131,9,517,1,1,1,111
CS7673,99,17,815,2,2,2,222
CS7674,54,14,572,3,1,1,311
CS7675,71,17,751,3,2,2,322
CS7676,171,21,813,1,4,2,142
CS7677,123,14,417,2,1,1,211
CS7678,75,15,601,2,2,1,221
CS7679,7,18,853,5,3,2,532
CS7680,48,12,412,3,1,1,311
CS7681,113,15,721,2,2,2,222
CS7682,174,10,469,1,1,1,111
CS7683,14,12,537,5,1,1,511
CS7684,132,10,475,1,1,1,111
CS7685,283,12,531,1,1,1,111
CS7686,85,11,391,2,1,1,211
CS7687,24,13,511,4,1,1,411
CS7688,228,12,448,1,1,1,111
CS7689,74,11,401,2,1,1,211
CS7690,160,8,373,1,1,1,111
CS7691,92,11,497,2,1,1,211
CS7692,1,16,650,5,2,1,521
CS7693,139,10,347,1,1,1,111
CS7694,65,12,576,3,1,1,311
CS7695,132,19,844,1,3,2,132
CS7696,160,12,593,1,1,1,111
CS7697,107,8,420,2,1,1,211
CS7698,5,15,622,5,2,1,521
CS7699,16,10,374,5,1,1,511
CS7700,291,13,564,1,1,1,111
CS7701,178,16,690,1,2,2,122
CS7702,26,14,517,4,1,1,411
CS7703,69,11,422,3,1,1,311
CS7704,152,13,509,1,1,1,111
CS7705,78,12,448,2,1,1,211
CS7706,120,10,518,2,1,1,211
CS7707,107,14,652,2,1,1,211
CS7708,152,16,626,1,2,1,121
CS7709,159,16,629,1,2,1,121
CS7710,414,16,718,1,2,2,122
CS7711,85,13,467,2,1,1,211
CS7712,129,12,453,1,1,1,111
CS7713,79,14,626,2,1,1,211
CS7714,0,11,526,5,1,1,511
CS7715,47,12,590,3,1,1,311
CS7716,352,4,221,1,1,1,111
CS7717,49,8,489,3,1,1,311
CS7718,77,12,495,2,1,1,211
CS7719,347,13,657,1,1,1,111
CS7720,0,10,540,5,1,1,511
CS7721,44,18,919,3,3,2,332
CS7722,52,11,512,3,1,1,311
CS7723,35,10,505,4,1,1,411
CS7724,29,11,419,4,1,1,411
CS7725,60,17,707,3,2,2,322
CS7726,50,18,740,3,3,2,332
CS7727,11,16,683,5,2,2,522
CS7728,130,15,582,1,2,1,121
CS7729,13,17,848,5,2,2,522
CS7730,131,14,624,1,1,1,111
CS7731,14,10,463,5,1,1,511
CS7732,325,9,476,1,1,1,111
CS7733,130,16,570,1,2,1,121
CS7734,190,11,570,1,1,1,111
CS7735,13,12,524,5,1,1,511
CS7736,130,11,535,1,1,1,111
CS7737,107,16,749,2,2,2,222
CS7738,35,13,437,4,1,1,411
CS7739,48,13,598,3,1,1,311
CS7740,39,19,800,4,3,2,432
CS7741,147,13,575,1,1,1,111
CS7742,70,14,660,3,1,1,311
CS7743,230,10,443,1,1,1,111
CS7744,13,9,476,5,1,1,511
CS7745,24,16,601,4,2,1,421
CS7746,279,17,872,1,2,2,122
CS7747,93,12,541,2,1,1,211
CS7748,2,17,853,5,2,2,522
CS7749,17,15,716,5,2,2,522
CS7750,81,18,939,2,3,2,232
CS7751,49,16,822,3,2,2,322
CS7752,17,18,688,5,3,2,532
CS7753,86,12,467,2,1,1,211
CS7754,78,10,447,2,1,1,211
CS7755,86,13,660,2,1,1,211
CS7756,283,11,642,1,1,1,111
CS7757,80,22,1081,2,4,2,242
CS7758,65,15,680,3,2,1,321
CS7759,107,16,770,2,2,2,222
CS7760,62,13,503,3,1,1,311
CS7761,361,10,396,1,1,1,111
CS7762,92,9,367,2,1,1,211
CS7763,28,16,622,4,2,1,421
CS7764,35,12,528,4,1,1,411
CS7765,84,10,410,2,1,1,211
CS7766,120,16,746,2,2,2,222
CS7767,98,16,696,2,2,2,222
CS7768,103,17,660,2,2,1,221
CS7769,180,14,618,1,1,1,111
CS7770,117,17,732,2,2,2,222
CS7771,136,13,531,1,1,1,111
CS7772,53,11,501,3,1,1,311
CS7773,192,18,799,1,3,2,132
CS7774,4,20,755,5,3,2,532
CS7775,259,9,396,1,1,1,111
CS7776,317,19,894,1,3,2,132
CS7777,140,9,421,1,1,1,111
CS7778,31,12,514,4,1,1,411
CS7779,438,11,496,1,1,1,111
CS7780,41,10,473,3,1,1,311
CS7781,189,18,726,1,3,2,132
CS7782,76,12,654,2,1,1,211
CS7783,114,11,630,2,1,1,211
CS7784,119,10,453,2,1,1,211
CS7785,18,19,866,4,3,2,432
CS7786,160,18,781,1,3,2,132
CS7787,115,12,766,2,1,2,212
CS7788,159,16,611,1,2,1,121
CS7789,15,12,553,5,1,1,511
CS7790,211,13,413,1,1,1,111
CS7791,0,12,562,5,1,1,511
CS7792,72,11,491,3,1,1,311
CS7793,23,12,454,4,1,1,411
CS7794,0,15,535,5,2,1,521
CS7795,195,11,393,1,1,1,111
CS7796,44,14,557,3,1,1,311
CS7797,267,14,731,1,1,2,112
CS7798,323,12,439,1,1,1,111
CS7799,41,11,483,3,1,1,311
CS7800,176,11,491,1,1,1,111
CS7801,112,11,546,2,1,1,211
CS7802,20,20,855,4,3,2,432
CS7803,168,11,624,1,1,1,111
CS7804,39,16,737,4,2,2,422
CS7805,24,21,903,4,4,2,442
CS7806,111,11,443,2,1,1,211
CS7807,51,21,1017,3,4,2,342
CS7808,90,10,437,2,1,1,211
CS7809,28,14,563,4,1,1,411
CS7810,42,10,462,3,1,1,311
CS7811,16,13,578,5,1,1,511
CS7812,21,19,815,4,3,2,432
CS7813,115,17,707,2,2,2,222
CS7814,137,14,787,1,1,2,112
CS7815,39,8,366,4,1,1,411
CS7816,35,13,510,4,1,1,411
CS7817,78,14,711,2,1,2,212
CS7818,19,13,375,4,1,1,411
CS7819,37,20,824,4,3,2,432
CS7820,44,18,783,3,3,2,332
CS7821,227,9,497,1,1,1,111
CS7822,251,5,277,1,1,1,111
CS7823,40,13,600,3,1,1,311
CS7824,8,10,412,5,1,1,511
CS7825,13,18,1016,5,3,2,532
CS7826,72,10,445,3,1,1,311
CS7827,12,14,517,5,1,1,511
CS7828,169,11,590,1,1,1,111
CS7829,106,12,565,2,1,1,211
CS7830,98,8,406,2,1,1,211
CS7831,14,22,981,5,4,2,542
CS7832,103,20,905,2,3,2,232
CS7833,67,8,325,3,1,1,311
CS7834,497,8,362,1,1,1,111
CS7835,41,15,622,3,2,1,321
CS7836,263,17,927,1,2,2,122
CS7837,42,16,940,3,2,2,322
CS7838,10,15,580,5,2,1,521
CS7839,348,11,492,1,1,1,111
CS7840,40,10,528,3,1,1,311
CS7841,13,10,412,5,1,1,511
CS7842,24,12,565,4,1,1,411
CS7843,56,11,497,3,1,1,311
CS7844,18,14,603,4,1,1,411
CS7845,239,9,422,1,1,1,111
CS7846,167,21,924,1,4,2,142
CS7847,50,17,725,3,2,2,322
CS7848,157,11,431,1,1,1,111
CS7849,9,8,349,5,1,1,511
CS7850,7,18,665,5,3,1,531
CS7851,30,13,708,4,1,2,412
CS7852,102,9,422,2,1,1,211
CS7853,64,12,559,3,1,1,311
CS7854,236,15,534,1,2,1,121
CS7855,399,11,542,1,1,1,111
CS7856,16,5,257,5,1,1,511
CS7857,7,22,996,5,4,2,542
CS7858,120,18,976,2,3,2,232
CS7859,95,13,728,2,1,2,212
CS7860,84,9,406,2,1,1,211
CS7861,157,14,613,1,1,1,111
CS7862,77,16,641,2,2,1,221
CS7863,51,12,444,3,1,1,311
CS7864,19,11,445,4,1,1,411
CS7865,96,24,1069,2,5,2,252
CS7866,113,20,977,2,3,2,232
CS7867,66,17,762,3,2,2,322
CS7868,66,12,486,3,1,1,311
CS7869,39,9,370,4,1,1,411
CS7870,43,13,606,3,1,1,311
CS7871,312,10,451,1,1,1,111
CS7872,21,12,579,4,1,1,411
CS7873,55,14,662,3,1,1,311
CS7874,14,12,534,5,1,1,511
CS7875,25,14,627,4,1,1,411
CS7876,26,11,612,4,1,1,411
CS7877,104,14,629,2,1,1,211
CS7878,124,16,717,2,2,2,222
CS7879,52,14,643,3,1,1,311
CS7880,154,10,457,1,1,1,111
CS7881,158,7,274,1,1,1,111
CS7882,174,5,228,1,1,1,111
CS7883,155,9,406,1,1,1,111
CS7884,36,8,328,4,1,1,411
CS7885,2,14,630,5,1,1,511
CS7886,334,14,566,1,1,1,111
CS7887,63,15,616,3,2,1,321
CS7888,344,17,777,1,2,2,122
CS7889,17,5,198,5,1,1,511
CS7890,13,18,838,5,3,2,532
CS7891,474,6,188,1,1,1,111
CS7892,45,11,599,3,1,1,311
CS7893,82,11,494,2,1,1,211
CS7894,13,15,594,5,2,1,521
CS7895,130,13,533,1,1,1,111
CS7896,232,6,259,1,1,1,111
CS7897,182,12,544,1,1,1,111
CS7898,90,12,603,2,1,1,211
CS7899,24,6,310,4,1,1,411
CS7900,117,16,745,2,2,2,222
CS7901,166,14,557,1,1,1,111
CS7902,31,10,462,4,1,1,411
CS7903,6,18,899,5,3,2,532
CS7904,122,13,483,2,1,1,211
CS7905,14,20,821,5,3,2,532
CS7906,32,17,577,4,2,1,421
CS7907,61,14,633,3,1,1,311
CS7908,105,18,727,2,3,2,232
CS7909,13,14,738,5,1,2,512
CS7910,74,11,518,2,1,1,211
CS7911,11,16,694,5,2,2,522
CS7912,125,17,702,2,2,2,222
CS7913,343,8,369,1,1,1,111
CS7914,86,11,526,2,1,1,211
CS7915,182,5,232,1,1,1,111
CS7916,8,18,832,5,3,2,532
CS7917,113,10,333,2,1,1,211
CS7918,454,8,248,1,1,1,111
CS7919,439,14,620,1,1,1,111
CS7920,83,17,729,2,2,2,222
CS7921,51,16,687,3,2,2,322
CS7922,51,12,665,3,1,1,311
CS7923,88,22,1028,2,4,2,242
CS7924,30,19,850,4,3,2,432
CS7925,135,19,891,1,3,2,132
CS7926,148,11,417,1,1,1,111
CS7927,111,12,548,2,1,1,211
CS7928,7,9,408,5,1,1,511
CS7929,107,12,493,2,1,1,211
CS7930,96,16,713,2,2,2,222
CS7931,258,10,391,1,1,1,111
CS7932,143,15,657,1,2,1,121
CS7933,45,16,763,3,2,2,322
CS7934,52,9,327,3,1,1,311
CS7935,44,15,623,3,2,1,321
CS7936,82,10,364,2,1,1,211
CS7937,107,13,473,2,1,1,211
CS7938,23,19,670,4,3,1,431
CS7939,348,11,498,1,1,1,111
CS7940,252,17,793,1,2,2,122
CS7941,14,9,342,5,1,1,511
CS7942,89,14,544,2,1,1,211
CS7943,6,15,731,5,2,2,522
CS7944,17,15,820,5,2,2,522
CS7945,92,17,796,2,2,2,222
CS7946,93,13,614,2,1,1,211
CS7947,88,13,598,2,1,1,211
CS7948,223,12,488,1,1,1,111
CS7949,87,17,837,2,2,2,222
CS7950,1,17,824,5,2,2,522
CS7951,257,11,488,1,1,1,111
CS7952,96,11,531,2,1,1,211
